"invoice_number";"buy_code";"inv_date";"pay_code";"inv_price";"cus_id"
1248;"TEL";"2004-04-21";"OTHE";15.96;2094
1249;"STO";"2004-04-21";"AMEX";52.72;2095
1250;"STO";"2004-04-21";"OTHE";15.96;2096
1251;"TEL";"2004-04-21";"MAST";22.16;2097
1252;"TEL";"2004-04-21";"MAST";46.58;2098
1253;"INT";"2004-04-21";"AMEX";20.58;2099
1254;"TEL";"2004-04-21";"AMEX";18.5;2100
1255;"INT";"2004-04-21";"AMEX";22.79;1487
1256;"TEL";"2004-04-21";"VISA";15.96;2101
1257;"STO";"2004-04-21";"VISA";25.36;2102
1258;"INT";"2004-04-21";"AMEX";27.36;2103
1259;"INT";"2004-04-21";"CHEC";27.48;2104
1260;"INT";"2004-04-21";"AMEX";47.03;1910
1261;"STO";"2004-04-21";"CASH";13.86;2105
1262;"STO";"2004-04-21";"CHEC";48.78;2106
1263;"STO";"2004-04-21";"OTHE";85.24;2107
1264;"TEL";"2004-04-21";"MAST";78.45;2108
1265;"TEL";"2004-04-21";"OTHE";23.3;2109
1266;"TEL";"2004-04-21";"MAST";27.58;1453
1267;"INT";"2004-04-21";"OTHE";31.68;2110
1268;"STO";"2004-04-22";"OTHE";53.63;1019
1269;"STO";"2004-04-22";"MAST";34.2;2111
1270;"STO";"2004-04-22";"OTHE";21.67;2112
1271;"STO";"2004-04-22";"MAST";22.12;2113
1272;"STO";"2004-04-22";"OTHE";44.91;2114
1273;"STO";"2004-04-22";"MAST";17.3;2115
1274;"STO";"2004-04-22";"VISA";36.47;2116
1275;"INT";"2004-04-22";"MAST";20.51;2117
1276;"INT";"2004-04-22";"OTHE";47.75;2118
1277;"INT";"2004-04-22";"VISA";59.06;2119
1278;"STO";"2004-04-22";"OTHE";87.19;2120
1279;"TEL";"2004-04-22";"VISA";27.97;2121
1280;"STO";"2004-04-22";"CASH";28.98;2122
1281;"INT";"2004-04-22";"VISA";46.14;2123
1282;"TEL";"2004-04-22";"AMEX";15.96;2124
1283;"STO";"2004-04-22";"OTHE";28.98;2125
1284;"TEL";"2004-04-22";"MAST";39.03;2126
1285;"TEL";"2004-04-22";"MAST";46.21;1844
1286;"STO";"2004-04-22";"CASH";33.34;2127
1287;"TEL";"2004-04-23";"MAST";102.97;1664
1288;"STO";"2004-04-23";"MAST";47.2;2128
1289;"STO";"2004-04-23";"OTHE";23.03;2129
1290;"INT";"2004-04-23";"AMEX";48.15;2130
1291;"INT";"2004-04-23";"MAST";67.25;2131
1292;"INT";"2004-04-23";"AMEX";41.29;2132
1293;"TEL";"2004-04-23";"OTHE";98.05;2133
1294;"TEL";"2004-04-23";"MAST";41.87;2134
1295;"INT";"2004-04-23";"OTHE";22.79;2135
1296;"STO";"2004-04-23";"CHEC";44.91;2136
1297;"STO";"2004-04-23";"OTHE";30.3;1309
1298;"TEL";"2004-04-23";"OTHE";27.97;2137
1299;"INT";"2004-04-23";"OTHE";15.96;2138
1300;"STO";"2004-04-23";"AMEX";22.79;2139
1301;"TEL";"2004-04-23";"AMEX";27.97;2140
1302;"STO";"2004-04-23";"OTHE";25.63;2141
1303;"INT";"2004-04-23";"CHEC";22.79;2142
1304;"STO";"2004-04-23";"AMEX";48.55;2143
1305;"TEL";"2004-04-23";"OTHE";71.71;2144
1306;"TEL";"2004-04-23";"OTHE";20.51;1519
1307;"TEL";"2004-04-23";"AMEX";22.12;2145
1308;"STO";"2004-04-23";"CASH";53.63;2146
1309;"INT";"2004-04-23";"AMEX";89.35;1691
1310;"STO";"2004-04-23";"OTHE";13.97;2147
1311;"STO";"2004-04-23";"MAST";34.2;2148
1312;"TEL";"2004-04-23";"VISA";15.96;2149
1313;"INT";"2004-04-24";"CASH";42.63;2150
1314;"STO";"2004-04-24";"OTHE";20.51;2151
1315;"INT";"2004-04-24";"AMEX";18.64;2152
1316;"STO";"2004-04-24";"MAST";27.58;2153
1317;"TEL";"2004-04-24";"OTHE";20.51;2154
1318;"STO";"2004-04-24";"MAST";61.68;2155
1319;"INT";"2004-04-24";"AMEX";48.15;2156
1320;"INT";"2004-04-24";"MAST";25.6;2157
1321;"TEL";"2004-04-24";"CHEC";22.79;2158
1322;"STO";"2004-04-24";"MAST";47.38;2159
1323;"INT";"2004-04-24";"AMEX";96.22;2160
1324;"TEL";"2004-04-24";"CHEC";20.51;2161
1325;"TEL";"2004-04-24";"AMEX";34.97;2162
1326;"STO";"2004-04-24";"OTHE";41.29;2163
1327;"INT";"2004-04-24";"OTHE";22.79;2164
1328;"INT";"2004-04-24";"OTHE";41.32;2165
1329;"STO";"2004-04-24";"OTHE";27.97;1973
1330;"TEL";"2004-04-24";"OTHE";27.36;2166
1331;"TEL";"2004-04-24";"MAST";58.3;2167
1332;"STO";"2004-04-24";"MAST";50.44;1470
1333;"STO";"2004-04-24";"OTHE";42.65;2168
1334;"STO";"2004-04-24";"VISA";28.51;2169
1335;"TEL";"2004-04-24";"OTHE";68.85;1274
1336;"STO";"2004-04-24";"CASH";50.15;1202
1337;"INT";"2004-04-24";"MAST";22.12;2170
1338;"INT";"2004-04-24";"AMEX";27.36;2171
1339;"STO";"2004-04-24";"AMEX";18.64;2172
1340;"INT";"2004-04-24";"MAST";53.63;2173
1341;"TEL";"2004-04-24";"OTHE";21.67;2174
1342;"INT";"2004-04-26";"MAST";22.79;2175
1343;"INT";"2004-04-26";"MAST";25.36;2176
1344;"INT";"2004-04-26";"MAST";25.36;2177
1345;"TEL";"2004-04-26";"MAST";62.62;2178
1346;"TEL";"2004-04-26";"MAST";27.36;2179
1347;"TEL";"2004-04-26";"OTHE";46.41;2180
1348;"STO";"2004-04-26";"OTHE";12.83;2181
1349;"STO";"2004-04-26";"AMEX";38.52;2182
1350;"TEL";"2004-04-26";"AMEX";44.24;2183
1351;"STO";"2004-04-26";"CASH";22.79;2184
1352;"STO";"2004-04-26";"AMEX";38.4;2185
1353;"STO";"2004-04-26";"AMEX";15.96;2186
1354;"TEL";"2004-04-26";"AMEX";77.57;2187
1355;"TEL";"2004-04-26";"OTHE";22.79;2188
1356;"TEL";"2004-04-26";"VISA";41.29;2189
1357;"INT";"2004-04-26";"MAST";22.79;1169
1358;"TEL";"2004-04-26";"VISA";25.08;2190
1359;"STO";"2004-04-26";"AMEX";18.64;2191
1360;"STO";"2004-04-26";"CHEC";42.53;2192
1361;"INT";"2004-04-26";"OTHE";20.51;2193
1362;"TEL";"2004-04-26";"MAST";22.79;2194
1363;"INT";"2004-04-26";"AMEX";48.09;2195
1364;"STO";"2004-04-27";"AMEX";34.2;2196
1365;"TEL";"2004-04-27";"CHEC";27.36;2197
1366;"TEL";"2004-04-27";"VISA";15.96;2198
1367;"STO";"2004-04-27";"MAST";22.79;2199
1368;"STO";"2004-04-27";"MAST";17.3;2200
1369;"STO";"2004-04-27";"AMEX";114.64;2201
1370;"INT";"2004-04-27";"AMEX";50.99;2202
1371;"TEL";"2004-04-27";"AMEX";27.36;1181
1372;"INT";"2004-04-27";"AMEX";15.96;2203
1373;"INT";"2004-04-27";"AMEX";25.36;2204
1374;"TEL";"2004-04-27";"OTHE";46.75;2205
1375;"TEL";"2004-04-27";"VISA";17.3;2206
1376;"STO";"2004-04-27";"CHEC";25.6;2207
1377;"STO";"2004-04-27";"AMEX";20.51;2208
1378;"TEL";"2004-04-27";"AMEX";41.03;2209
1379;"STO";"2004-04-27";"CHEC";22.79;2210
1380;"INT";"2004-04-27";"AMEX";25.08;2211
1381;"TEL";"2004-04-27";"OTHE";13.97;2212
1382;"STO";"2004-04-27";"CHEC";20.51;2213
1383;"STO";"2004-04-27";"CASH";22.79;2214
1384;"STO";"2004-04-27";"VISA";25.63;2215
1385;"TEL";"2004-04-28";"MAST";82.33;1321
1386;"INT";"2004-04-28";"OTHE";8.1;1637
1387;"TEL";"2004-04-28";"CHEC";64.66;1504
1388;"STO";"2004-04-28";"OTHE";25.36;2216
1389;"STO";"2004-04-28";"AMEX";119.58;2217
1390;"INT";"2004-04-28";"AMEX";61.12;2218
1391;"STO";"2004-04-28";"OTHE";22.79;2219
1392;"STO";"2004-04-28";"AMEX";30.3;2220
1393;"STO";"2004-04-28";"OTHE";48.06;2221
1394;"TEL";"2004-04-28";"MAST";9.48;2222
1395;"TEL";"2004-04-28";"AMEX";20.51;2223
1396;"TEL";"2004-04-28";"OTHE";41.29;2224
1397;"STO";"2004-04-28";"VISA";27.97;2225
1398;"STO";"2004-04-28";"VISA";29.16;2226
1399;"INT";"2004-04-28";"OTHE";59.93;2227
1400;"INT";"2004-04-28";"CHEC";22.12;2228
1401;"INT";"2004-04-28";"MAST";43.3;2229
1402;"TEL";"2004-04-28";"MAST";50.63;2230
1403;"INT";"2004-04-28";"MAST";30.3;2231
1404;"STO";"2004-04-28";"AMEX";27.58;2232
1405;"INT";"2004-04-28";"VISA";29.16;2233
1406;"INT";"2004-04-28";"AMEX";17.1;2234
1407;"STO";"2004-04-28";"AMEX";53.35;2235
1408;"INT";"2004-04-28";"AMEX";46.75;1589
1409;"TEL";"2004-04-28";"MAST";68.61;2236
1410;"TEL";"2004-04-28";"OTHE";30.3;2237
1411;"STO";"2004-04-29";"CASH";47.03;2238
1412;"STO";"2004-04-29";"OTHE";23.03;2239
1413;"TEL";"2004-04-29";"OTHE";52.02;1430
1414;"STO";"2004-04-29";"OTHE";23.03;1481
1415;"TEL";"2004-04-29";"MAST";20.51;2240
1416;"TEL";"2004-04-29";"AMEX";20.51;2241
1417;"INT";"2004-04-29";"VISA";25.08;2242
1418;"TEL";"2004-04-29";"MAST";43.3;2243
1419;"TEL";"2004-04-29";"OTHE";47.87;2244
1420;"TEL";"2004-04-29";"MAST";27.97;2245
1421;"INT";"2004-04-29";"CASH";14.83;2246
1422;"INT";"2004-04-29";"OTHE";12.83;2247
1423;"TEL";"2004-04-29";"MAST";92.45;2248
1424;"INT";"2004-04-29";"AMEX";18.5;2249
1425;"STO";"2004-04-29";"OTHE";22.12;2250
1426;"INT";"2004-04-30";"AMEX";23.03;2251
1427;"STO";"2004-04-30";"MAST";25.63;2252
1428;"INT";"2004-04-30";"AMEX";12.83;2253
1429;"STO";"2004-04-30";"OTHE";20.58;2254
1430;"STO";"2004-04-30";"CASH";46.26;2255
1431;"STO";"2004-04-30";"MAST";75.67;2016
1432;"STO";"2004-04-30";"AMEX";69.59;2256
1433;"STO";"2004-04-30";"AMEX";25.63;2257
1434;"INT";"2004-04-30";"AMEX";23.03;1485
1435;"TEL";"2004-04-30";"MAST";22.12;2258
1436;"STO";"2004-04-30";"AMEX";18.64;2259
1437;"STO";"2004-04-30";"OTHE";29.16;1165
1438;"INT";"2004-04-30";"AMEX";20.16;2260
1439;"STO";"2004-04-30";"MAST";22.79;2261
1440;"TEL";"2004-04-30";"OTHE";37.61;2262
1441;"TEL";"2004-04-30";"AMEX";38.46;1110
1442;"STO";"2004-04-30";"OTHE";34.2;2263
1443;"TEL";"2004-04-30";"AMEX";15.96;1395
1444;"INT";"2004-04-30";"CHEC";20.58;2264
1445;"STO";"2004-04-30";"MAST";68.09;2265
1446;"INT";"2004-04-30";"MAST";20.51;2266
1447;"TEL";"2004-04-30";"OTHE";46.63;2267
1448;"TEL";"2004-04-30";"VISA";89.85;2268
1449;"STO";"2004-04-30";"AMEX";44.24;2269
1450;"TEL";"2004-05-01";"AMEX";38.52;2270
1451;"INT";"2004-05-01";"OTHE";27.58;2271
1452;"TEL";"2004-05-01";"AMEX";29.16;2272
1453;"STO";"2004-05-01";"CASH";18.5;1127
1454;"STO";"2004-05-01";"CASH";22.79;2273
1455;"INT";"2004-05-01";"VISA";47.4;1214
1456;"STO";"2004-05-01";"AMEX";25.08;2274
1457;"STO";"2004-05-01";"OTHE";25.63;2275
1458;"STO";"2004-05-01";"AMEX";30.3;1188
1459;"INT";"2004-05-01";"VISA";21.67;2276
1460;"INT";"2004-05-01";"CHEC";25.08;2277
1461;"TEL";"2004-05-01";"AMEX";69.59;2278
1462;"STO";"2004-05-01";"OTHE";41.08;1032
1463;"TEL";"2004-05-01";"OTHE";23.03;2279
1464;"INT";"2004-05-01";"OTHE";20.58;2280
1465;"INT";"2004-05-01";"AMEX";13.97;1273
1466;"STO";"2004-05-01";"MAST";48.15;2281
1467;"TEL";"2004-05-01";"AMEX";14.83;1591
1468;"INT";"2004-05-01";"VISA";22.12;2282
1469;"INT";"2004-05-01";"AMEX";46.26;2283
1470;"TEL";"2004-05-01";"VISA";23.3;2284
1471;"INT";"2004-05-01";"OTHE";11.39;2285
1472;"STO";"2004-05-03";"CHEC";69.29;2286
1473;"TEL";"2004-05-03";"OTHE";48.42;2287
1474;"INT";"2004-05-03";"OTHE";22.12;2288
1475;"TEL";"2004-05-03";"VISA";27.36;2289
1476;"INT";"2004-05-03";"MAST";21.67;2067
1477;"TEL";"2004-05-03";"VISA";57.89;2290
1478;"INT";"2004-05-03";"AMEX";22.79;2291
1479;"STO";"2004-05-03";"MAST";15.05;2292
1480;"TEL";"2004-05-03";"OTHE";54.14;1552
1481;"TEL";"2004-05-03";"OTHE";31.54;1281
1482;"TEL";"2004-05-03";"OTHE";13.67;2293
1483;"TEL";"2004-05-03";"MAST";31.55;2294
1484;"INT";"2004-05-03";"MAST";45.87;2295
1485;"INT";"2004-05-03";"AMEX";36.96;2259
1486;"TEL";"2004-05-03";"MAST";47.59;2296
1487;"TEL";"2004-05-03";"AMEX";31.12;2297
1488;"INT";"2004-05-03";"OTHE";47.48;1444
1489;"INT";"2004-05-03";"MAST";25.91;2298
1490;"STO";"2004-05-03";"AMEX";49.48;2299
1491;"STO";"2004-05-03";"AMEX";16.03;2300
1492;"TEL";"2004-05-03";"AMEX";20.51;1794
1493;"INT";"2004-05-03";"VISA";28.51;2301
1494;"TEL";"2004-05-03";"OTHE";20.58;2302
1495;"STO";"2004-05-03";"AMEX";18.64;2303
1496;"INT";"2004-05-03";"MAST";36.54;2304
1497;"INT";"2004-05-03";"AMEX";20.51;2305
1498;"TEL";"2004-05-03";"OTHE";25.36;2306
1499;"STO";"2004-05-03";"AMEX";25.63;2307
1500;"TEL";"2004-05-04";"AMEX";58.7;2308
1501;"TEL";"2004-05-04";"VISA";18.64;2309
1502;"STO";"2004-05-04";"MAST";56.96;2310
1503;"INT";"2004-05-04";"AMEX";29.16;2311
1504;"STO";"2004-05-04";"MAST";25.08;2312
1505;"TEL";"2004-05-04";"OTHE";25.08;2313
1506;"TEL";"2004-05-04";"AMEX";32.24;2314
1507;"INT";"2004-05-04";"MAST";25.36;2315
1508;"TEL";"2004-05-04";"CASH";25.36;2316
1509;"TEL";"2004-05-04";"VISA";25.63;2317
1510;"INT";"2004-05-04";"AMEX";27.36;2318
1511;"INT";"2004-05-04";"OTHE";29.88;1850
1512;"INT";"2004-05-04";"AMEX";63.27;2319
1513;"INT";"2004-05-04";"AMEX";20.51;1333
1514;"INT";"2004-05-04";"CHEC";34.05;2320
1515;"TEL";"2004-05-04";"MAST";46.63;2321
1516;"INT";"2004-05-04";"OTHE";25.63;2322
1517;"INT";"2004-05-04";"CHEC";25.36;2323
1518;"STO";"2004-05-04";"CHEC";53.05;1167
1519;"STO";"2004-05-04";"MAST";20.51;2324
1520;"STO";"2004-05-04";"CASH";16.03;2325
1521;"INT";"2004-05-04";"AMEX";22.12;2326
1522;"INT";"2004-05-04";"VISA";30.3;2327
1523;"STO";"2004-05-04";"AMEX";27.97;2328
1524;"INT";"2004-05-04";"VISA";94.88;2329
1525;"STO";"2004-05-04";"AMEX";20.78;2330
1526;"STO";"2004-05-04";"AMEX";18.64;2331
1527;"INT";"2004-05-04";"CHEC";61.31;2332
1528;"STO";"2004-05-04";"CASH";18.64;2333
1529;"TEL";"2004-05-04";"MAST";15.96;2334
1530;"TEL";"2004-05-05";"OTHE";48.48;1321
1531;"STO";"2004-05-05";"CHEC";64.11;2335
1532;"INT";"2004-05-05";"MAST";46.21;2336
1533;"TEL";"2004-05-05";"OTHE";20.51;2337
1534;"STO";"2004-05-05";"MAST";17.3;2338
1535;"STO";"2004-05-05";"MAST";22.79;2339
1536;"TEL";"2004-05-05";"VISA";58.02;1068
1537;"STO";"2004-05-05";"AMEX";45.59;2340
1538;"INT";"2004-05-05";"MAST";34.97;2341
1539;"TEL";"2004-05-05";"VISA";25.36;2342
1540;"INT";"2004-05-05";"OTHE";43.81;2343
1541;"TEL";"2004-05-05";"MAST";18.64;2344
1542;"INT";"2004-05-05";"OTHE";50.66;2345
1543;"TEL";"2004-05-05";"VISA";18.64;2346
1544;"TEL";"2004-05-05";"CASH";25.08;2347
1545;"TEL";"2004-05-05";"CASH";66.95;1905
1546;"STO";"2004-05-05";"CASH";27.36;2348
1547;"STO";"2004-05-05";"OTHE";18.5;1854
1548;"STO";"2004-05-05";"CASH";22.79;2349
1549;"STO";"2004-05-05";"CASH";44.46;1077
1550;"INT";"2004-05-05";"MAST";29.16;2350
1551;"INT";"2004-05-05";"OTHE";23.3;2351
1552;"TEL";"2004-05-05";"AMEX";22.79;2352
1553;"STO";"2004-05-05";"VISA";89.77;2353
1554;"STO";"2004-05-05";"OTHE";54.71;2001
1555;"TEL";"2004-05-05";"OTHE";73.07;2354
1556;"TEL";"2004-05-05";"AMEX";64.43;2355
1557;"TEL";"2004-05-05";"MAST";68.4;2356
1558;"TEL";"2004-05-05";"MAST";22.79;2357
1559;"TEL";"2004-05-05";"CHEC";22.79;2358
1560;"TEL";"2004-05-05";"CASH";22.51;2359
1561;"INT";"2004-05-05";"MAST";30.3;2360
1562;"STO";"2004-05-05";"CASH";21.67;2361
1563;"STO";"2004-05-05";"AMEX";41.43;2362
1564;"TEL";"2004-05-05";"VISA";25.36;2363
1565;"STO";"2004-05-06";"CASH";57.25;2364
1566;"STO";"2004-05-06";"CHEC";27.36;2365
1567;"STO";"2004-05-06";"VISA";91.24;2366
1568;"STO";"2004-05-06";"MAST";46.14;2367
1569;"STO";"2004-05-06";"MAST";65.83;2368
1570;"STO";"2004-05-06";"MAST";43.57;2369
1571;"STO";"2004-05-06";"CHEC";12.83;1350
1572;"STO";"2004-05-06";"MAST";53.63;2370
1573;"TEL";"2004-05-06";"MAST";59.11;2371
1574;"TEL";"2004-05-06";"OTHE";57.09;2372
1575;"TEL";"2004-05-06";"CHEC";30.3;2373
1576;"INT";"2004-05-06";"VISA";44.91;2374
1577;"TEL";"2004-05-06";"OTHE";12.25;2375
1578;"TEL";"2004-05-06";"AMEX";54.42;2376
1579;"INT";"2004-05-06";"VISA";22.12;2377
1580;"TEL";"2004-05-06";"OTHE";18.22;2378
1581;"TEL";"2004-05-06";"OTHE";105.58;2379
1582;"TEL";"2004-05-06";"AMEX";25.36;2380
1583;"STO";"2004-05-06";"MAST";55.36;2381
1584;"STO";"2004-05-06";"AMEX";52.49;2382
1585;"INT";"2004-05-06";"AMEX";18.5;2383
1586;"TEL";"2004-05-06";"OTHE";60.64;2384
1587;"STO";"2004-05-06";"OTHE";86.15;2385
1588;"TEL";"2004-05-06";"AMEX";22.79;2386
1589;"STO";"2004-05-06";"AMEX";22.79;2387
1590;"STO";"2004-05-06";"AMEX";22.79;2388
1591;"INT";"2004-05-06";"OTHE";36.46;2389
1592;"TEL";"2004-05-06";"AMEX";23.3;2390
1593;"INT";"2004-05-06";"AMEX";74.41;2391
1594;"INT";"2004-05-06";"AMEX";20.16;2392
1595;"TEL";"2004-05-07";"OTHE";41.39;2393
1596;"STO";"2004-05-07";"VISA";24.52;2394
1597;"TEL";"2004-05-07";"OTHE";22.79;2395
1598;"INT";"2004-05-07";"AMEX";45.66;1040
1599;"TEL";"2004-05-07";"MAST";22.79;2396
1600;"INT";"2004-05-07";"OTHE";42.74;2397
1601;"INT";"2004-05-07";"AMEX";23.3;2398
1602;"INT";"2004-05-07";"AMEX";72.17;2399
1603;"INT";"2004-05-07";"MAST";53.09;2400
1604;"INT";"2004-05-07";"OTHE";88.99;1830
1605;"STO";"2004-05-07";"AMEX";77.76;2401
1606;"INT";"2004-05-07";"AMEX";43.13;2402
1607;"INT";"2004-05-07";"AMEX";25.36;2403
1608;"STO";"2004-05-07";"CASH";20.58;2404
1609;"STO";"2004-05-07";"CASH";65.13;2405
1610;"STO";"2004-05-07";"AMEX";25.08;2406
1611;"TEL";"2004-05-07";"CHEC";43.21;2407
1612;"STO";"2004-05-07";"AMEX";83.1;1513
1613;"TEL";"2004-05-07";"OTHE";27.36;2408
1614;"INT";"2004-05-07";"CHEC";51.23;2409
1615;"TEL";"2004-05-07";"VISA";49.67;2410
1616;"TEL";"2004-05-07";"VISA";26.66;2410
1617;"TEL";"2004-05-07";"OTHE";22.79;2261
1618;"TEL";"2004-05-07";"OTHE";27.36;2411
1619;"STO";"2004-05-07";"CHEC";111.11;1721
1620;"STO";"2004-05-07";"CASH";27.36;2412
1621;"STO";"2004-05-07";"CASH";46.63;2413
1622;"INT";"2004-05-07";"CHEC";25.63;2414
1623;"STO";"2004-05-07";"OTHE";25.36;1985
1624;"TEL";"2004-05-08";"OTHE";27.36;2415
1625;"STO";"2004-05-08";"OTHE";20.58;2416
1626;"TEL";"2004-05-08";"VISA";51.26;2417
1627;"STO";"2004-05-08";"CASH";15.96;2418
1628;"TEL";"2004-05-08";"CHEC";38.08;1092
1629;"TEL";"2004-05-08";"CHEC";15.96;2419
1630;"STO";"2004-05-08";"AMEX";29.63;2420
1631;"STO";"2004-05-08";"CHEC";22.04;2421
1632;"TEL";"2004-05-08";"CHEC";27.36;2422
1633;"STO";"2004-05-08";"AMEX";48.09;2423
1634;"STO";"2004-05-08";"MAST";30.77;2424
1635;"STO";"2004-05-08";"OTHE";22.79;2425
1636;"TEL";"2004-05-08";"OTHE";18.64;2426
1637;"INT";"2004-05-08";"AMEX";15.96;2427
1638;"STO";"2004-05-08";"OTHE";23.03;2428
1639;"TEL";"2004-05-08";"AMEX";63.04;2429
1640;"TEL";"2004-05-08";"CHEC";48.2;2430
1641;"INT";"2004-05-08";"OTHE";15.96;1976
1642;"INT";"2004-05-08";"MAST";25.36;2431
1643;"TEL";"2004-05-08";"MAST";29.16;2432
1644;"INT";"2004-05-08";"MAST";41.96;2433
1645;"STO";"2004-05-08";"OTHE";58.25;2434
1646;"INT";"2004-05-08";"CHEC";14.83;2435
1647;"STO";"2004-05-08";"MAST";20.51;2436
1648;"TEL";"2004-05-08";"CASH";20.98;2437
1649;"INT";"2004-05-08";"MAST";22.04;2438
1650;"TEL";"2004-05-08";"MAST";25.36;2439
1651;"STO";"2004-05-08";"CASH";39.61;2440
1652;"TEL";"2004-05-10";"AMEX";24.47;2441
1653;"STO";"2004-05-10";"OTHE";27.97;2442
1654;"INT";"2004-05-10";"CASH";65.88;2443
1655;"INT";"2004-05-10";"CHEC";47.87;2444
1656;"INT";"2004-05-10";"CHEC";56.64;2445
1657;"TEL";"2004-05-10";"OTHE";22.12;2446
1658;"INT";"2004-05-10";"CHEC";25.08;2447
1659;"STO";"2004-05-10";"OTHE";17.3;2448
1660;"TEL";"2004-05-10";"MAST";33.06;2449
1661;"STO";"2004-05-10";"CHEC";25.63;2450
1662;"STO";"2004-05-10";"CASH";27.58;2451
1663;"STO";"2004-05-10";"MAST";27.36;2452
1664;"STO";"2004-05-10";"CHEC";45.82;2453
1665;"TEL";"2004-05-10";"MAST";50.14;2454
1666;"TEL";"2004-05-10";"OTHE";20.51;2455
1667;"TEL";"2004-05-10";"CHEC";34.65;2456
1668;"TEL";"2004-05-10";"OTHE";9.1;2457
1669;"STO";"2004-05-10";"CASH";44.95;2458
1670;"STO";"2004-05-10";"CASH";42.66;2458
1671;"STO";"2004-05-10";"AMEX";23.03;2459
1672;"INT";"2004-05-10";"MAST";29.16;2280
1673;"TEL";"2004-05-10";"VISA";47.62;2460
1674;"INT";"2004-05-10";"OTHE";20.51;2125
1675;"STO";"2004-05-10";"OTHE";35.53;2461
1676;"STO";"2004-05-10";"CASH";22.12;2462
1677;"STO";"2004-05-10";"OTHE";42.55;2463
1678;"STO";"2004-05-11";"OTHE";114.66;2464
1679;"TEL";"2004-05-11";"OTHE";63.88;2465
1680;"INT";"2004-05-11";"VISA";62.91;2415
1681;"TEL";"2004-05-11";"AMEX";22.79;2466
1682;"STO";"2004-05-11";"AMEX";43.32;2467
1683;"INT";"2004-05-11";"OTHE";15.05;2289
1684;"TEL";"2004-05-11";"OTHE";48.75;2468
1685;"INT";"2004-05-11";"OTHE";25.63;2469
1686;"TEL";"2004-05-11";"VISA";13.67;2470
1687;"STO";"2004-05-11";"CHEC";35.34;2471
1688;"INT";"2004-05-11";"OTHE";92.66;2472
1689;"INT";"2004-05-11";"OTHE";18.64;2473
1690;"STO";"2004-05-11";"CASH";50.44;2474
1691;"TEL";"2004-05-11";"AMEX";15.96;2475
1692;"INT";"2004-05-11";"AMEX";48.38;2476
1693;"STO";"2004-05-11";"CHEC";48.39;2477
1694;"INT";"2004-05-11";"MAST";28.79;2298
1695;"TEL";"2004-05-11";"VISA";23.3;1914
1696;"STO";"2004-05-11";"MAST";68.68;2478
1697;"STO";"2004-05-11";"OTHE";14.4;2479
1698;"STO";"2004-05-11";"OTHE";38.99;2480
1699;"INT";"2004-05-11";"AMEX";25.63;2481
1700;"STO";"2004-05-11";"AMEX";15.96;2482
1701;"STO";"2004-05-11";"AMEX";20.98;1345
1702;"STO";"2004-05-11";"OTHE";18.64;2483
1703;"INT";"2004-05-12";"CHEC";38.66;2484
1704;"STO";"2004-05-12";"OTHE";50.99;2485
1705;"INT";"2004-05-12";"OTHE";71.27;2486
1706;"STO";"2004-05-12";"MAST";49.45;2487
1707;"TEL";"2004-05-12";"VISA";48.06;2337
1708;"TEL";"2004-05-12";"MAST";22.98;2488
1709;"INT";"2004-05-12";"MAST";20.98;2489
1710;"STO";"2004-05-12";"OTHE";17.1;2490
1711;"TEL";"2004-05-12";"MAST";43.74;2491
1712;"STO";"2004-05-12";"AMEX";22.79;2492
1713;"INT";"2004-05-12";"OTHE";66.74;2493
1714;"INT";"2004-05-12";"MAST";27.36;2494
1715;"STO";"2004-05-12";"MAST";25.08;2495
1716;"TEL";"2004-05-12";"OTHE";89.67;2496
1717;"TEL";"2004-05-12";"VISA";37.21;2497
1718;"INT";"2004-05-12";"CHEC";27.36;2498
1719;"TEL";"2004-05-12";"OTHE";20.58;2297
1720;"TEL";"2004-05-12";"MAST";25.36;2499
1721;"STO";"2004-05-12";"MAST";34.6;2500
1722;"STO";"2004-05-12";"MAST";38.19;2501
1723;"TEL";"2004-05-12";"AMEX";52.19;2502
1724;"INT";"2004-05-12";"MAST";114.96;2503
1725;"TEL";"2004-05-12";"AMEX";73.28;2504
1726;"STO";"2004-05-12";"MAST";45.94;2505
1727;"INT";"2004-05-12";"AMEX";41.96;2334
1728;"STO";"2004-05-12";"CHEC";22.12;2110
1729;"STO";"2004-05-13";"MAST";36.47;1015
1730;"STO";"2004-05-13";"AMEX";55.94;2506
1731;"INT";"2004-05-13";"MAST";88.07;2507
1732;"STO";"2004-05-13";"VISA";41.32;2508
1733;"TEL";"2004-05-13";"CHEC";34.97;2509
1734;"STO";"2004-05-13";"CHEC";15.96;2510
1735;"INT";"2004-05-13";"AMEX";18.64;2511
1736;"STO";"2004-05-13";"CASH";29.16;2273
1737;"INT";"2004-05-13";"CHEC";46.26;2512
1738;"INT";"2004-05-13";"VISA";25.6;1331
1739;"STO";"2004-05-13";"VISA";38.75;2093
1740;"STO";"2004-05-13";"MAST";20.51;2513
1741;"TEL";"2004-05-13";"OTHE";48.15;2514
1742;"TEL";"2004-05-13";"AMEX";46.51;2515
1743;"STO";"2004-05-13";"AMEX";25.08;2516
1744;"TEL";"2004-05-13";"AMEX";15.96;2517
1745;"TEL";"2004-05-13";"OTHE";18.5;2518
1746;"TEL";"2004-05-13";"VISA";26.24;2519
